Store_Type,Transaction_ID,Customer_ID,Product_ID,Source_Price,Source_Currency,Item_Price_USD,Quantity,Line_Total_USD,Transaction_Date,Transaction_Time,Category,Country
,INV-500451,CUST-UK-12840,SC00043,13.88,GBP,20.92,5,104.6,2025-09-09,20:52,Product R-43,France
,INV-500091,CUST-UK-17796,SC00035,13.67,GBP,10.9,22,239.8,2025-09-10,15:20,Product J-35,United Kingdom
,INV-500503,CUST-UK-14094,SC00021,20.48,GBP,23.85,17,405.45,2025-09-10,13:36,Product V-21,France
,INV-500399,CUST-UK-16226,SC00042,7.2,GBP,6.87,12,82.44,2025-09-10,15:39,Product Q-42,France
,INV-500582,CUST-UK-17372,SC00035,16.15,GBP,2.83,6,16.98,2025-09-10,14:56,Product J-35,France
,ORD-BR-00430,CUST-BR-0049,PROD-BR-031,301.44,BRL,60.29,3,180.87,2025-09-11,16:02,alimentos,Brazil
,INV-500212,CUST-UK-12600,SC00032,0.79,GBP,15.32,9,137.88,2025-09-11,21:22,Product G-32,Spain
,INV-500378,CUST-UK-10646,SC00023,1.99,GBP,3.21,14,44.94,2025-09-12,21:07,Product X-23,Germany
,ORD-BR-00406,CUST-BR-0042,PROD-BR-031,367.32,BRL,73.46,3,220.38,2025-09-12,14:41,utilidades_domesticas,Brazil
,ORD-BR-00219,CUST-BR-0031,PROD-BR-008,327.9,BRL,65.58,3,196.74,2025-09-13,00:47,alimentos,Brazil
,INV-500380,CUST-UK-17108,SC00050,18.98,GBP,8.12,19,154.28,2025-09-13,21:42,Product Y-50,France
,ORD-BR-00413,CUST-BR-0065,PROD-BR-008,130.72,BRL,26.14,2,52.28,2025-09-13,23:20,esportes,Brazil
,ORD-BR-00320,CUST-BR-0009,PROD-BR-031,391.77,BRL,78.35,1,78.35,2025-09-14,14:46,utilidades_domesticas,Brazil
,ORD-BR-00334,CUST-BR-0078,PROD-BR-020,434.16,BRL,86.83,3,260.49,2025-09-14,18:03,utilidades_domesticas,Brazil
,INV-500177,CUST-UK-15435,SC00048,24.96,GBP,16.62,13,216.06,2025-09-15,19:24,Product W-48,France
,ORD-BR-00158,CUST-BR-0065,PROD-BR-026,417.25,BRL,83.45,2,166.9,2025-09-16,19:20,eletronicos,Brazil
,INV-500461,CUST-UK-15193,SC00030,4.33,GBP,25.41,11,279.51,2025-09-16,21:00,Product E-30,Germany
,INV-500179,CUST-UK-15848,SC00038,4.56,GBP,22.01,14,308.14,2025-09-16,16:07,Product M-38,France
,INV-500354,CUST-UK-15940,SC00029,21.8,GBP,31.67,2,63.34,2025-09-17,14:08,Product D-29,United Kingdom
,ORD-BR-00281,CUST-BR-0009,PROD-BR-018,377.15,BRL,75.43,2,150.86,2025-09-17,20:15,moda,Brazil
,INV-500154,CUST-UK-14344,SC00026,20.58,GBP,23.84,21,500.64,2025-09-18,16:56,Product A-26,Spain
,INV-500116,CUST-UK-17701,SC00014,4.2,GBP,18.16,16,290.56,2025-09-18,21:21,Product O-14,Spain
,ORD-BR-00194,CUST-BR-0068,PROD-BR-028,17.06,BRL,3.41,1,3.41,2025-09-19,19:29,eletronicos,Brazil
,ORD-BR-00387,CUST-BR-0032,PROD-BR-035,119.8,BRL,23.96,3,71.88,2025-09-20,18:09,eletronicos,Brazil
,INV-500139,CUST-UK-12740,SC00023,6.41,GBP,26.12,9,235.08,2025-09-20,20:28,Product X-23,Germany
,INV-500353,CUST-UK-16431,SC00049,20.25,GBP,28.19,11,310.09,2025-09-20,15:09,Product X-49,Spain
,INV-500108,CUST-UK-17210,SC00016,15.41,GBP,12.56,20,251.2,2025-09-21,20:55,Product Q-16,Germany
,ORD-BR-00277,CUST-BR-0062,PROD-BR-031,65.33,BRL,13.07,1,13.07,2025-09-21,13:30,moda,Brazil
,INV-500158,CUST-UK-17692,SC00021,21.58,GBP,26.14,6,156.84,2025-09-21,21:18,Product V-21,Germany
,ORD-BR-00228,CUST-BR-0024,PROD-BR-017,347.69,BRL,69.54,1,69.54,2025-09-21,14:56,utilidades_domesticas,Brazil
,ORD-BR-00202,CUST-BR-0012,PROD-BR-011,316.5,BRL,63.3,1,63.3,2025-09-22,13:34,eletronicos,Brazil
,ORD-BR-00159,CUST-BR-0030,PROD-BR-020,36.18,BRL,7.24,2,14.48,2025-09-22,11:52,moda,Brazil
,INV-500377,CUST-UK-10198,SC00023,22.14,GBP,9.88,12,118.56,2025-09-22,16:05,Product X-23,United Kingdom
,INV-500246,CUST-UK-15448,SC00034,7.89,GBP,24.93,5,124.65,2025-09-22,14:02,Product I-34,United Kingdom
,INV-500224,CUST-UK-13908,SC00049,22.29,GBP,19.62,19,372.78,2025-09-23,16:52,Product X-49,France
,ORD-BR-00013,CUST-BR-0012,PROD-BR-029,101.96,BRL,20.39,3,61.17,2025-09-23,20:26,esportes,Brazil
,ORD-BR-00331,CUST-BR-0038,PROD-BR-024,17.38,BRL,3.48,2,6.96,2025-09-23,18:00,eletronicos,Brazil
,ORD-BR-00385,CUST-BR-0060,PROD-BR-008,369.56,BRL,73.91,1,73.91,2025-09-23,22:23,eletronicos,Brazil
,ORD-BR-00469,CUST-BR-0079,PROD-BR-021,409.16,BRL,81.83,2,163.66,2025-09-24,00:15,alimentos,Brazil
,ORD-BR-00075,CUST-BR-0065,PROD-BR-010,354.07,BRL,70.81,2,141.62,2025-09-24,00:07,alimentos,Brazil
,INV-500184,CUST-UK-14373,SC00019,11.55,GBP,5.79,18,104.22,2025-09-25,18:08,Product T-19,France
,ORD-BR-00108,CUST-BR-0065,PROD-BR-037,418.59,BRL,83.72,1,83.72,2025-09-25,12:28,esportes,Brazil
,INV-500440,CUST-UK-10071,SC00032,6.24,GBP,28.94,11,318.34,2025-09-26,17:33,Product G-32,Spain
,ORD-BR-00078,CUST-BR-0012,PROD-BR-039,222.88,BRL,44.58,1,44.58,2025-09-26,14:52,alimentos,Brazil
,INV-500232,CUST-UK-15445,SC00048,16.24,GBP,12.87,24,308.88,2025-09-26,13:23,Product W-48,United Kingdom
,INV-500218,CUST-UK-15963,SC00034,2.13,GBP,3.77,3,11.31,2025-09-26,19:42,Product I-34,France
,INV-500381,CUST-UK-15842,SC00009,23.4,GBP,12.46,10,124.6,2025-09-27,16:09,Product J-9,United Kingdom
,INV-500084,CUST-UK-13493,SC00008,6.32,GBP,19.37,17,329.29,2025-09-27,20:10,Product I-8,Spain
,INV-500462,CUST-UK-10854,SC00040,18.37,GBP,15.57,9,140.13,2025-09-28,21:14,Product O-40,United Kingdom
,INV-500253,CUST-UK-12426,SC00050,24.9,GBP,20.31,1,20.31,2025-09-28,16:30,Product Y-50,France
,INV-500221,CUST-UK-15240,SC00001,24.49,GBP,26.14,20,522.8,2025-09-28,14:04,Product B-1,Germany
,INV-500157,CUST-UK-11363,SC00005,24.31,GBP,27.89,9,251.01,2025-09-28,17:19,Product F-5,United Kingdom
,INV-500128,CUST-UK-13046,SC00037,23.19,GBP,21.74,21,456.54,2025-09-28,17:40,Product L-37,Germany
,ORD-BR-00475,CUST-BR-0023,PROD-BR-034,43.25,BRL,8.65,1,8.65,2025-09-28,20:41,alimentos,Brazil
,INV-500115,CUST-UK-11721,SC00045,14.3,GBP,5.17,24,124.08,2025-09-28,13:30,Product T-45,France
,INV-500427,CUST-UK-17383,SC00050,14.22,GBP,6.97,7,48.79,2025-09-29,14:25,Product Y-50,France
,INV-500414,CUST-UK-10040,SC00020,14.31,GBP,18.19,23,418.37,2025-09-29,20:44,Product U-20,Spain
,INV-500169,CUST-UK-10804,SC00047,2.28,GBP,26.91,15,403.65,2025-09-29,18:54,Product V-47,United Kingdom
,ORD-BR-00179,CUST-BR-0073,PROD-BR-022,357.6,BRL,71.52,2,143.04,2025-09-29,22:28,eletronicos,Brazil
,INV-500026,CUST-UK-16596,SC00035,7.21,GBP,9.16,3,27.48,2025-09-30,13:44,Product J-35,United Kingdom
,INV-500178,CUST-UK-12220,SC00009,3.42,GBP,20.49,2,40.98,2025-09-30,16:56,Product J-9,United Kingdom
,INV-500132,CUST-UK-17493,SC00050,10.47,GBP,29.45,22,647.9,2025-10-01,19:36,Product Y-50,Germany
,ORD-BR-00027,CUST-BR-0058,PROD-BR-024,210.47,BRL,42.09,3,126.27,2025-10-01,22:04,esportes,Brazil
,ORD-BR-00163,CUST-BR-0003,PROD-BR-007,189.59,BRL,37.92,3,113.76,2025-10-01,20:20,utilidades_domesticas,Brazil
,INV-500513,CUST-UK-14162,SC00019,6.84,GBP,25.53,1,25.53,2025-10-01,17:39,Product T-19,Spain
,INV-500019,CUST-UK-12790,SC00027,11.93,GBP,15.15,10,151.5,2025-10-01,17:09,Product B-27,Germany
,INV-500375,CUST-UK-13051,SC00024,15.21,GBP,1.57,9,14.13,2025-10-01,20:18,Product Y-24,France
,INV-500467,CUST-UK-12446,SC00037,2.84,GBP,21.45,12,257.4,2025-10-02,16:10,Product L-37,United Kingdom
,ORD-BR-00210,CUST-BR-0079,PROD-BR-030,197.38,BRL,39.48,3,118.44,2025-10-03,21:31,alimentos,Brazil
,ORD-BR-00323,CUST-BR-0046,PROD-BR-005,215.89,BRL,43.18,1,43.18,2025-10-04,17:46,utilidades_domesticas,Brazil
,INV-500087,CUST-UK-10087,SC00044,24.79,GBP,19.06,14,266.84,2025-10-04,13:08,Product S-44,Spain
,INV-500259,CUST-UK-11508,SC00049,15.3,GBP,2.4,2,4.8,2025-10-05,19:18,Product X-49,United Kingdom
,INV-500327,CUST-UK-13276,SC00030,11.09,GBP,17.08,12,204.96,2025-10-05,17:55,Product E-30,France
,ORD-BR-00064,CUST-BR-0020,PROD-BR-017,117.95,BRL,23.59,3,70.77,2025-10-05,17:20,esportes,Brazil
,INV-500195,CUST-UK-10007,SC00018,2.79,GBP,23.9,13,310.7,2025-10-05,21:16,Product S-18,France
,INV-500514,CUST-UK-16508,SC00040,23.4,GBP,17.14,1,17.14,2025-10-05,16:05,Product O-40,Spain
,INV-500294,CUST-UK-10739,SC00047,10.46,GBP,20.19,15,302.85,2025-10-06,12:54,Product V-47,Germany
,ORD-BR-00036,CUST-BR-0040,PROD-BR-018,422.95,BRL,84.59,1,84.59,2025-10-06,18:28,utilidades_domesticas,Brazil
,INV-500035,CUST-UK-10339,SC00021,7.0,GBP,8.89,21,186.69,2025-10-06,21:13,Product V-21,United Kingdom
,INV-500407,CUST-UK-13761,SC00006,11.28,GBP,29.5,14,413.0,2025-10-07,21:13,Product G-6,Spain
,INV-500384,CUST-UK-13584,SC00050,22.72,GBP,13.88,19,263.72,2025-10-07,19:52,Product Y-50,Spain
,ORD-BR-00357,CUST-BR-0032,PROD-BR-006,54.04,BRL,10.81,3,32.43,2025-10-07,16:00,alimentos,Brazil
,INV-500559,CUST-UK-12388,SC00044,6.51,GBP,30.92,21,649.32,2025-10-09,17:32,Product S-44,United Kingdom
,INV-500423,CUST-UK-15347,SC00002,22.09,GBP,12.8,13,166.4,2025-10-09,17:14,Product C-2,Germany
,INV-500283,CUST-UK-16558,SC00003,13.57,GBP,18.15,14,254.1,2025-10-09,15:09,Product D-3,Germany
,INV-500009,CUST-UK-15058,SC00015,24.53,GBP,31.15,13,404.95,2025-10-09,19:35,Product P-15,Spain
,INV-500220,CUST-UK-16936,SC00026,13.95,GBP,20.88,20,417.6,2025-10-09,14:22,Product A-26,United Kingdom
,ORD-BR-00061,CUST-BR-0064,PROD-BR-005,116.2,BRL,23.24,2,46.48,2025-10-10,22:03,moda,Brazil
,ORD-BR-00152,CUST-BR-0063,PROD-BR-040,392.06,BRL,78.41,1,78.41,2025-10-10,00:25,utilidades_domesticas,Brazil
,INV-500569,CUST-UK-12193,SC00013,4.43,GBP,31.64,1,31.64,2025-10-10,19:20,Product N-13,United Kingdom
,ORD-BR-00250,CUST-BR-0001,PROD-BR-033,447.12,BRL,89.42,1,89.42,2025-10-10,20:33,moda,Brazil
,ORD-BR-00275,CUST-BR-0066,PROD-BR-028,389.35,BRL,77.87,2,155.74,2025-10-10,14:27,esportes,Brazil
,ORD-BR-00256,CUST-BR-0060,PROD-BR-013,446.44,BRL,89.29,2,178.58,2025-10-11,23:33,eletronicos,Brazil
,ORD-BR-00106,CUST-BR-0003,PROD-BR-032,17.36,BRL,3.47,1,3.47,2025-10-11,20:42,eletronicos,Brazil
,ORD-BR-00196,CUST-BR-0074,PROD-BR-024,212.69,BRL,42.54,3,127.62,2025-10-11,15:03,utilidades_domesticas,Brazil
,INV-500469,CUST-UK-16166,SC00042,19.31,GBP,30.72,22,675.84,2025-10-12,15:45,Product Q-42,United Kingdom
,INV-500072,CUST-UK-11065,SC00041,5.35,GBP,6.79,24,162.96,2025-10-12,15:12,Product P-41,United Kingdom
,INV-500497,CUST-UK-14295,SC00020,19.68,GBP,31.31,12,375.72,2025-10-13,19:35,Product U-20,Spain
,INV-500044,CUST-UK-12089,SC00032,23.46,GBP,29.79,16,476.64,2025-10-13,14:53,Product G-32,Germany
,INV-500388,CUST-UK-16863,SC00046,5.41,GBP,28.12,22,618.64,2025-10-14,17:51,Product U-46,Spain
,ORD-BR-00045,CUST-BR-0080,PROD-BR-018,402.88,BRL,80.58,1,80.58,2025-10-14,17:46,utilidades_domesticas,Brazil
,ORD-BR-00285,CUST-BR-0034,PROD-BR-035,37.37,BRL,7.47,2,14.94,2025-10-14,16:59,utilidades_domesticas,Brazil
,INV-500267,CUST-UK-15195,SC00018,10.71,GBP,31.27,18,562.86,2025-10-14,21:27,Product S-18,United Kingdom
,INV-500575,CUST-UK-17068,SC00046,12.67,GBP,8.27,5,41.35,2025-10-15,18:14,Product U-46,Germany
,INV-500263,CUST-UK-10644,SC00041,21.67,GBP,10.96,24,263.04,2025-10-15,16:36,Product P-41,France
,ORD-BR-00355,CUST-BR-0044,PROD-BR-038,406.03,BRL,81.21,1,81.21,2025-10-15,19:11,alimentos,Brazil
,ORD-BR-00201,CUST-BR-0026,PROD-BR-010,402.16,BRL,80.43,1,80.43,2025-10-15,21:37,eletronicos,Brazil
,ORD-BR-00262,CUST-BR-0027,PROD-BR-025,101.05,BRL,20.21,1,20.21,2025-10-17,12:41,moda,Brazil
,ORD-BR-00139,CUST-BR-0073,PROD-BR-038,34.42,BRL,6.88,2,13.76,2025-10-17,14:03,esportes,Brazil
,INV-500074,CUST-UK-16659,SC00003,21.77,GBP,27.65,11,304.15,2025-10-17,14:32,Product D-3,France
,ORD-BR-00463,CUST-BR-0061,PROD-BR-021,115.35,BRL,23.07,1,23.07,2025-10-18,17:06,utilidades_domesticas,Brazil
,INV-500476,CUST-UK-10478,SC00020,6.75,GBP,19.84,10,198.4,2025-10-18,17:20,Product U-20,Germany
,INV-500201,CUST-UK-17743,SC00006,23.11,GBP,7.53,8,60.24,2025-10-20,17:07,Product G-6,Germany
,INV-500331,CUST-UK-10019,SC00039,15.45,GBP,11.98,24,287.52,2025-10-20,15:33,Product N-39,Germany
,ORD-BR-00148,CUST-BR-0002,PROD-BR-016,418.45,BRL,83.69,3,251.07,2025-10-21,14:04,moda,Brazil
,INV-500000,CUST-UK-11517,SC00019,16.44,GBP,20.88,11,229.68,2025-10-21,19:51,Product T-19,France
,INV-500483,CUST-UK-14444,SC00040,24.65,GBP,10.53,4,42.12,2025-10-21,15:40,Product O-40,United Kingdom
,INV-500124,CUST-UK-10923,SC00006,17.12,GBP,8.41,1,8.41,2025-10-21,16:49,Product G-6,Germany
,ORD-BR-00041,CUST-BR-0074,PROD-BR-036,115.14,BRL,23.03,1,23.03,2025-10-22,13:25,eletronicos,Brazil
,INV-500595,CUST-UK-16997,SC00026,1.64,GBP,30.91,19,587.29,2025-10-23,21:39,Product A-26,France
,INV-500597,CUST-UK-16852,SC00019,12.05,GBP,14.53,11,159.83,2025-10-23,17:05,Product T-19,United Kingdom
,INV-500482,CUST-UK-12026,SC00009,24.89,GBP,24.52,24,588.48,2025-10-23,18:37,Product J-9,France
,INV-500455,CUST-UK-15740,SC00046,16.89,GBP,14.73,2,29.46,2025-10-23,13:03,Product U-46,Germany
,ORD-BR-00366,CUST-BR-0044,PROD-BR-018,94.52,BRL,18.9,2,37.8,2025-10-24,21:56,esportes,Brazil
,INV-500291,CUST-UK-17495,SC00005,15.61,GBP,20.6,20,412.0,2025-10-24,14:44,Product F-5,France
,ORD-BR-00318,CUST-BR-0040,PROD-BR-018,437.33,BRL,87.47,3,262.41,2025-10-24,18:20,moda,Brazil
,ORD-BR-00157,CUST-BR-0033,PROD-BR-016,360.25,BRL,72.05,2,144.1,2025-10-25,00:03,alimentos,Brazil
,INV-500279,CUST-UK-12469,SC00004,1.55,GBP,22.28,20,445.6,2025-10-26,20:05,Product E-4,Spain
,ORD-BR-00144,CUST-BR-0062,PROD-BR-011,385.63,BRL,77.13,2,154.26,2025-10-26,18:20,utilidades_domesticas,Brazil
,ORD-BR-00223,CUST-BR-0055,PROD-BR-028,162.67,BRL,32.53,1,32.53,2025-10-26,14:07,alimentos,Brazil
,INV-500229,CUST-UK-12031,SC00025,24.64,GBP,28.31,9,254.79,2025-10-26,13:33,Product Z-25,Germany
,ORD-BR-00239,CUST-BR-0013,PROD-BR-009,423.91,BRL,84.78,1,84.78,2025-10-27,15:06,eletronicos,Brazil
,INV-500168,CUST-UK-13494,SC00026,13.36,GBP,17.12,17,291.04,2025-10-27,17:05,Product A-26,Spain
,ORD-BR-00022,CUST-BR-0008,PROD-BR-017,329.23,BRL,65.85,3,197.55,2025-10-27,11:55,utilidades_domesticas,Brazil
,INV-500011,CUST-UK-10129,SC00048,21.15,GBP,26.86,5,134.3,2025-10-28,13:47,Product W-48,Spain
,INV-500289,CUST-UK-12047,SC00044,18.11,GBP,30.24,11,332.64,2025-10-29,13:02,Product S-44,United Kingdom
,INV-500594,CUST-UK-13270,SC00037,3.23,GBP,22.42,16,358.72,2025-10-29,21:26,Product L-37,Spain
,ORD-BR-00467,CUST-BR-0069,PROD-BR-036,420.83,BRL,84.17,1,84.17,2025-10-30,20:31,utilidades_domesticas,Brazil
,INV-500155,CUST-UK-16965,SC00044,13.55,GBP,18.77,23,431.71,2025-10-30,18:36,Product S-44,United Kingdom
,INV-500101,CUST-UK-14849,SC00041,7.19,GBP,25.22,1,25.22,2025-10-31,18:25,Product P-41,Spain
,ORD-BR-00225,CUST-BR-0017,PROD-BR-039,95.81,BRL,19.16,2,38.32,2025-10-31,15:17,esportes,Brazil
,INV-500356,CUST-UK-14004,SC00017,0.6,GBP,16.14,6,96.84,2025-10-31,14:19,Product R-17,Germany
,INV-500285,CUST-UK-11525,SC00029,15.9,GBP,30.86,4,123.44,2025-10-31,15:36,Product D-29,Germany
,ORD-BR-00304,CUST-BR-0031,PROD-BR-002,132.75,BRL,26.55,1,26.55,2025-11-01,18:58,moda,Brazil
,INV-500557,CUST-UK-16050,SC00031,14.93,GBP,27.95,10,279.5,2025-11-01,15:15,Product F-31,United Kingdom
,INV-500083,CUST-UK-11199,SC00048,15.25,GBP,10.13,1,10.13,2025-11-02,17:04,Product W-48,France
,ORD-BR-00324,CUST-BR-0026,PROD-BR-002,165.39,BRL,33.08,1,33.08,2025-11-02,19:10,eletronicos,Brazil
,INV-500277,CUST-UK-17035,SC00021,24.3,GBP,5.19,15,77.85,2025-11-03,14:30,Product V-21,Spain
,INV-500521,CUST-UK-16128,SC00006,13.23,GBP,5.5,24,132.0,2025-11-04,14:25,Product G-6,Spain
,INV-500049,CUST-UK-13329,SC00030,22.51,GBP,28.59,18,514.62,2025-11-04,19:15,Product E-30,France
,ORD-BR-00066,CUST-BR-0066,PROD-BR-035,150.0,BRL,30.0,3,90.0,2025-11-05,13:00,alimentos,Brazil
,ORD-BR-00483,CUST-BR-0036,PROD-BR-016,295.14,BRL,59.03,1,59.03,2025-11-05,12:08,eletronicos,Brazil
,ORD-BR-00434,CUST-BR-0021,PROD-BR-015,391.97,BRL,78.39,1,78.39,2025-11-05,21:20,alimentos,Brazil
,ORD-BR-00306,CUST-BR-0017,PROD-BR-011,404.11,BRL,80.82,3,242.46,2025-11-06,11:49,moda,Brazil
,ORD-BR-00269,CUST-BR-0075,PROD-BR-016,386.48,BRL,77.3,1,77.3,2025-11-06,16:59,utilidades_domesticas,Brazil
,ORD-BR-00276,CUST-BR-0027,PROD-BR-029,361.92,BRL,72.38,1,72.38,2025-11-08,11:51,eletronicos,Brazil
,ORD-BR-00026,CUST-BR-0056,PROD-BR-019,130.65,BRL,26.13,3,78.39,2025-11-08,23:18,esportes,Brazil
,ORD-BR-00050,CUST-BR-0070,PROD-BR-017,100.45,BRL,20.09,1,20.09,2025-11-08,19:31,eletronicos,Brazil
,INV-500282,CUST-UK-15520,SC00033,16.22,GBP,30.33,24,727.92,2025-11-08,13:19,Product H-33,Germany
,INV-500343,CUST-UK-13767,SC00027,24.94,GBP,24.23,16,387.68,2025-11-09,14:22,Product B-27,United Kingdom
,INV-500053,CUST-UK-12374,SC00041,9.54,GBP,12.12,12,145.44,2025-11-09,20:20,Product P-41,Spain
,INV-500075,CUST-UK-10553,SC00047,2.19,GBP,2.78,16,44.48,2025-11-09,18:22,Product V-47,Germany
,INV-500297,CUST-UK-12338,SC00023,8.83,GBP,1.46,20,29.2,2025-11-09,19:45,Product X-23,France
,INV-500453,CUST-UK-13539,SC00036,3.81,GBP,31.46,22,692.12,2025-11-10,13:53,Product K-36,France
,ORD-BR-00243,CUST-BR-0017,PROD-BR-026,125.14,BRL,25.03,3,75.09,2025-11-10,19:45,esportes,Brazil
,INV-500401,CUST-UK-15328,SC00024,23.42,GBP,29.5,11,324.5,2025-11-10,16:17,Product Y-24,Spain
,INV-500452,CUST-UK-14260,SC00046,21.25,GBP,7.92,10,79.2,2025-11-10,13:24,Product U-46,United Kingdom
,ORD-BR-00233,CUST-BR-0059,PROD-BR-022,143.77,BRL,28.75,3,86.25,2025-11-11,19:19,esportes,Brazil
,INV-500549,CUST-UK-15183,SC00031,12.64,GBP,2.26,1,2.26,2025-11-11,16:40,Product F-31,Spain
,INV-500107,CUST-UK-12706,SC00008,9.89,GBP,16.36,6,98.16,2025-11-11,13:58,Product I-8,United Kingdom
,ORD-BR-00379,CUST-BR-0060,PROD-BR-036,404.19,BRL,80.84,3,242.52,2025-11-11,19:55,esportes,Brazil
,INV-500146,CUST-UK-15517,SC00031,21.1,GBP,18.52,3,55.56,2025-11-12,14:31,Product F-31,Spain
,INV-500465,CUST-UK-11754,SC00034,14.98,GBP,4.84,4,19.36,2025-11-12,13:37,Product I-34,Spain
,INV-500553,CUST-UK-14199,SC00040,24.91,GBP,1.56,24,37.44,2025-11-13,17:00,Product O-40,France
,ORD-BR-00468,CUST-BR-0067,PROD-BR-030,146.89,BRL,29.38,3,88.14,2025-11-13,18:28,utilidades_domesticas,Brazil
,ORD-BR-00322,CUST-BR-0075,PROD-BR-023,185.3,BRL,37.06,3,111.18,2025-11-13,00:36,eletronicos,Brazil
,INV-500194,CUST-UK-11153,SC00002,7.23,GBP,24.22,3,72.66,2025-11-13,15:14,Product C-2,Germany
,ORD-BR-00244,CUST-BR-0074,PROD-BR-001,154.87,BRL,30.97,3,92.91,2025-11-13,12:58,alimentos,Brazil
,INV-500206,CUST-UK-14618,SC00050,15.06,GBP,29.35,9,264.15,2025-11-13,19:27,Product Y-50,United Kingdom
,ORD-BR-00115,CUST-BR-0037,PROD-BR-004,356.08,BRL,71.22,1,71.22,2025-11-13,00:23,utilidades_domesticas,Brazil
,INV-500511,CUST-UK-15710,SC00016,9.08,GBP,24.99,7,174.93,2025-11-14,20:40,Product Q-16,Germany
,ORD-BR-00128,CUST-BR-0010,PROD-BR-011,46.35,BRL,9.27,3,27.81,2025-11-14,17:51,moda,Brazil
,ORD-BR-00200,CUST-BR-0014,PROD-BR-027,330.45,BRL,66.09,3,198.27,2025-11-14,12:30,esportes,Brazil
,ORD-BR-00174,CUST-BR-0027,PROD-BR-009,410.44,BRL,82.09,1,82.09,2025-11-15,15:22,alimentos,Brazil
,ORD-BR-00236,CUST-BR-0068,PROD-BR-020,93.08,BRL,18.62,2,37.24,2025-11-15,14:59,moda,Brazil
,ORD-BR-00221,CUST-BR-0049,PROD-BR-017,421.89,BRL,84.38,2,168.76,2025-11-15,16:49,utilidades_domesticas,Brazil
,INV-500238,CUST-UK-10091,SC00019,21.79,GBP,20.62,20,412.4,2025-11-16,19:01,Product T-19,United Kingdom
,INV-500337,CUST-UK-14346,SC00049,13.26,GBP,14.3,2,28.6,2025-11-16,15:17,Product X-49,Germany
,INV-500234,CUST-UK-11582,SC00030,15.63,GBP,12.4,15,186.0,2025-11-16,15:39,Product E-30,United Kingdom
,ORD-BR-00102,CUST-BR-0071,PROD-BR-015,138.5,BRL,27.7,3,83.1,2025-11-17,23:51,utilidades_domesticas,Brazil
,INV-500344,CUST-UK-12252,SC00026,14.05,GBP,0.66,21,13.86,2025-11-17,16:39,Product A-26,France
,INV-500152,CUST-UK-11366,SC00030,16.95,GBP,15.18,18,273.24,2025-11-17,21:24,Product E-30,United Kingdom
,ORD-BR-00417,CUST-BR-0069,PROD-BR-025,384.05,BRL,76.81,1,76.81,2025-11-17,23:25,moda,Brazil
,ORD-BR-00381,CUST-BR-0043,PROD-BR-036,399.03,BRL,79.81,3,239.43,2025-11-18,15:08,alimentos,Brazil
,INV-500207,CUST-UK-17055,SC00004,12.06,GBP,17.23,18,310.14,2025-11-18,18:25,Product E-4,Germany
,ORD-BR-00241,CUST-BR-0035,PROD-BR-012,72.31,BRL,14.46,2,28.92,2025-11-18,18:37,esportes,Brazil
,INV-500314,CUST-UK-10512,SC00050,15.69,GBP,1.77,8,14.16,2025-11-19,14:10,Product Y-50,Germany
,INV-500151,CUST-UK-16829,SC00047,14.78,GBP,25.7,14,359.8,2025-11-19,21:12,Product V-47,France
,ORD-BR-00279,CUST-BR-0075,PROD-BR-018,441.66,BRL,88.33,2,176.66,2025-11-20,20:40,esportes,Brazil
,INV-500363,CUST-UK-10494,SC00005,5.81,GBP,15.7,8,125.6,2025-11-20,21:42,Product F-5,United Kingdom
,INV-500567,CUST-UK-15405,SC00010,18.78,GBP,4.13,12,49.56,2025-11-20,20:25,Product K-10,Germany
,INV-500369,CUST-UK-17120,SC00016,6.39,GBP,19.38,12,232.56,2025-11-20,15:19,Product Q-16,Spain
,INV-500135,CUST-UK-12809,SC00009,20.57,GBP,4.51,2,9.02,2025-11-21,20:34,Product J-9,France
,INV-500200,CUST-UK-13857,SC00048,24.93,GBP,3.54,23,81.42,2025-11-21,15:20,Product W-48,United Kingdom
,ORD-BR-00260,CUST-BR-0033,PROD-BR-030,206.42,BRL,41.28,1,41.28,2025-11-21,16:30,moda,Brazil
,ORD-BR-00074,CUST-BR-0008,PROD-BR-039,381.96,BRL,76.39,3,229.17,2025-11-23,00:29,eletronicos,Brazil
,INV-500150,CUST-UK-10527,SC00040,18.77,GBP,26.8,12,321.6,2025-11-23,18:20,Product O-40,United Kingdom
,INV-500573,CUST-UK-15423,SC00027,21.32,GBP,18.96,17,322.32,2025-11-24,20:00,Product B-27,Spain
,INV-500524,CUST-UK-17446,SC00038,13.78,GBP,17.22,18,309.96,2025-11-24,16:01,Product M-38,France
,INV-500211,CUST-UK-16213,SC00043,22.88,GBP,19.13,3,57.39,2025-11-24,18:17,Product R-43,Spain
,INV-500243,CUST-UK-10379,SC00006,10.06,GBP,1.14,22,25.08,2025-11-24,17:59,Product G-6,Spain
,ORD-BR-00009,CUST-BR-0030,PROD-BR-033,219.26,BRL,43.85,3,131.55,2025-11-24,16:42,esportes,Brazil
,ORD-BR-00253,CUST-BR-0037,PROD-BR-040,302.08,BRL,60.42,2,120.84,2025-11-25,21:31,alimentos,Brazil
,INV-500562,CUST-UK-16858,SC00039,16.52,GBP,5.35,19,101.65,2025-11-25,16:08,Product N-39,Spain
