Store_Type,Transaction_ID,Customer_ID,Product_ID,Source_Price,Source_Currency,Item_Price_USD,Quantity,Line_Total_USD,Transaction_Date,Transaction_Time,Category,Country
,INV-500511,CUST-UK-15352,SC00016,11.49,GBP,31.12,5,155.6,2025-10-01,09:48,Product Q-16,Germany
,ORD-BR-00387,CUST-BR-0023,PROD-BR-035,147.15,BRL,29.43,3,88.29,2025-10-01,17:25,eletronicos,Brazil
,ORD-BR-00321,CUST-BR-0009,PROD-BR-035,377.15,BRL,75.43,2,150.86,2025-10-02,15:47,utilidades_domesticas,Brazil
,ORD-BR-00012,CUST-BR-0076,PROD-BR-027,377.22,BRL,75.44,2,150.88,2025-10-03,15:00,eletronicos,Brazil
,INV-500408,CUST-UK-13563,SC00006,7.67,GBP,28.3,12,339.6,2025-10-04,14:55,Product G-6,Spain
,ORD-BR-00269,CUST-BR-0009,PROD-BR-016,130.07,BRL,26.01,1,26.01,2025-10-05,19:03,utilidades_domesticas,Brazil
,INV-500399,CUST-UK-17981,SC00042,21.37,GBP,27.22,24,653.28,2025-10-05,15:05,Product Q-42,France
,ORD-BR-00022,CUST-BR-0069,PROD-BR-017,142.71,BRL,28.54,1,28.54,2025-10-06,17:24,utilidades_domesticas,Brazil
,INV-500443,CUST-UK-15736,SC00046,21.97,GBP,2.11,3,6.33,2025-10-07,15:19,Product U-46,Spain
,ORD-BR-00245,CUST-BR-0038,PROD-BR-019,334.07,BRL,66.81,2,133.62,2025-10-09,09:41,eletronicos,Brazil
,ORD-BR-00216,CUST-BR-0070,PROD-BR-023,114.29,BRL,22.86,3,68.58,2025-10-09,18:49,esportes,Brazil
,INV-500182,CUST-UK-13805,SC00043,18.9,GBP,9.51,1,9.51,2025-10-09,12:27,Product R-43,Spain
,INV-500517,CUST-UK-11249,SC00013,9.55,GBP,29.57,2,59.14,2025-10-09,13:37,Product N-13,Germany
,ORD-BR-00256,CUST-BR-0038,PROD-BR-013,398.25,BRL,79.65,3,238.95,2025-10-09,09:26,eletronicos,Brazil
,ORD-BR-00159,CUST-BR-0004,PROD-BR-020,116.29,BRL,23.26,1,23.26,2025-10-09,19:16,moda,Brazil
,INV-500208,CUST-UK-11327,SC00011,13.02,GBP,2.82,17,47.94,2025-10-10,09:50,Product L-11,United Kingdom
,INV-500249,CUST-UK-10162,SC00015,3.4,GBP,2.63,1,2.63,2025-10-10,14:33,Product P-15,France
,ORD-BR-00133,CUST-BR-0025,PROD-BR-025,266.44,BRL,53.29,2,106.58,2025-10-11,19:52,alimentos,Brazil
,INV-500303,CUST-UK-15059,SC00042,17.0,GBP,10.48,12,125.76,2025-10-11,13:38,Product Q-42,Spain
,ORD-BR-00082,CUST-BR-0076,PROD-BR-004,36.43,BRL,7.29,2,14.58,2025-10-11,15:54,eletronicos,Brazil
,ORD-BR-00477,CUST-BR-0019,PROD-BR-029,36.98,BRL,7.4,3,22.2,2025-10-11,18:25,utilidades_domesticas,Brazil
,ORD-BR-00089,CUST-BR-0012,PROD-BR-034,222.88,BRL,44.58,1,44.58,2025-10-11,10:24,esportes,Brazil
,ORD-BR-00491,CUST-BR-0027,PROD-BR-018,278.77,BRL,55.75,1,55.75,2025-10-11,17:33,moda,Brazil
,INV-500221,CUST-UK-11650,SC00001,12.68,GBP,23.69,5,118.45,2025-10-12,12:00,Product B-1,Germany
,INV-500313,CUST-UK-17857,SC00043,3.99,GBP,13.92,19,264.48,2025-10-13,09:57,Product R-43,France
,ORD-BR-00238,CUST-BR-0015,PROD-BR-019,187.33,BRL,37.47,2,74.94,2025-10-13,15:57,esportes,Brazil
,ORD-BR-00224,CUST-BR-0045,PROD-BR-021,277.49,BRL,55.5,2,111.0,2025-10-13,11:15,moda,Brazil
,INV-500292,CUST-UK-11143,SC00007,4.96,GBP,19.86,11,218.46,2025-10-13,11:34,Product H-7,Spain
,ORD-BR-00475,CUST-BR-0013,PROD-BR-034,293.07,BRL,58.61,2,117.22,2025-10-14,07:26,alimentos,Brazil
,ORD-BR-00336,CUST-BR-0017,PROD-BR-020,341.37,BRL,68.27,2,136.54,2025-10-14,12:05,esportes,Brazil
,INV-500287,CUST-UK-13579,SC00019,24.4,GBP,22.36,11,245.96,2025-10-14,10:39,Product T-19,Spain
,INV-500568,CUST-UK-10205,SC00003,15.87,GBP,24.69,9,222.21,2025-10-14,15:18,Product D-3,United Kingdom
,INV-500354,CUST-UK-11097,SC00029,19.99,GBP,2.57,13,33.41,2025-10-14,16:19,Product D-29,United Kingdom
,INV-500141,CUST-UK-17897,SC00002,18.83,GBP,15.01,5,75.05,2025-10-16,15:45,Product C-2,Germany
,ORD-BR-00031,CUST-BR-0036,PROD-BR-015,133.43,BRL,26.69,1,26.69,2025-10-16,17:07,utilidades_domesticas,Brazil
,INV-500116,CUST-UK-10792,SC00014,1.39,GBP,25.32,21,531.72,2025-10-17,16:38,Product O-14,Spain
,ORD-BR-00181,CUST-BR-0066,PROD-BR-032,31.08,BRL,6.22,1,6.22,2025-10-17,19:47,alimentos,Brazil
,ORD-BR-00458,CUST-BR-0062,PROD-BR-018,309.8,BRL,61.96,1,61.96,2025-10-17,19:14,eletronicos,Brazil
,ORD-BR-00205,CUST-BR-0015,PROD-BR-027,259.54,BRL,51.91,1,51.91,2025-10-18,17:48,eletronicos,Brazil
,ORD-BR-00128,CUST-BR-0042,PROD-BR-011,281.02,BRL,56.2,3,168.6,2025-10-19,09:02,moda,Brazil
,INV-500298,CUST-UK-17215,SC00042,11.9,GBP,28.11,21,590.31,2025-10-19,10:56,Product Q-42,Spain
,ORD-BR-00348,CUST-BR-0013,PROD-BR-007,260.38,BRL,52.08,1,52.08,2025-10-19,08:51,moda,Brazil
,ORD-BR-00369,CUST-BR-0046,PROD-BR-013,215.89,BRL,43.18,1,43.18,2025-10-19,13:18,utilidades_domesticas,Brazil
,ORD-BR-00434,CUST-BR-0008,PROD-BR-015,82.17,BRL,16.43,3,49.29,2025-10-20,14:27,alimentos,Brazil
,ORD-BR-00073,CUST-BR-0020,PROD-BR-020,117.95,BRL,23.59,3,70.77,2025-10-20,12:52,esportes,Brazil
,ORD-BR-00438,CUST-BR-0031,PROD-BR-010,254.35,BRL,50.87,1,50.87,2025-10-20,10:39,alimentos,Brazil
,ORD-BR-00041,CUST-BR-0040,PROD-BR-036,422.95,BRL,84.59,1,84.59,2025-10-21,14:00,eletronicos,Brazil
,ORD-BR-00423,CUST-BR-0039,PROD-BR-014,222.91,BRL,44.58,3,133.74,2025-10-21,19:26,eletronicos,Brazil
,ORD-BR-00293,CUST-BR-0043,PROD-BR-014,302.1,BRL,60.42,1,60.42,2025-10-22,19:47,moda,Brazil
,INV-500288,CUST-UK-11653,SC00027,6.59,GBP,10.78,16,172.48,2025-10-22,16:02,Product B-27,France
,INV-500402,CUST-UK-17106,SC00026,22.66,GBP,30.86,18,555.48,2025-10-22,13:17,Product A-26,Spain
,INV-500481,CUST-UK-14149,SC00013,16.68,GBP,7.48,10,74.8,2025-10-22,16:42,Product N-13,France
,INV-500243,CUST-UK-14702,SC00006,2.07,GBP,9.59,9,86.31,2025-10-23,14:56,Product G-6,Spain
,ORD-BR-00331,CUST-BR-0005,PROD-BR-024,15.23,BRL,3.05,1,3.05,2025-10-23,07:51,eletronicos,Brazil
,ORD-BR-00399,CUST-BR-0067,PROD-BR-019,82.75,BRL,16.55,3,49.65,2025-10-23,07:21,eletronicos,Brazil
,ORD-BR-00411,CUST-BR-0018,PROD-BR-037,239.35,BRL,47.87,2,95.74,2025-10-23,20:09,alimentos,Brazil
,ORD-BR-00435,CUST-BR-0024,PROD-BR-038,245.29,BRL,49.06,1,49.06,2025-10-23,09:44,eletronicos,Brazil
,INV-500459,CUST-UK-12238,SC00032,21.1,GBP,31.38,2,62.76,2025-10-23,10:21,Product G-32,United Kingdom
,ORD-BR-00123,CUST-BR-0005,PROD-BR-016,363.42,BRL,72.68,3,218.04,2025-10-25,18:35,utilidades_domesticas,Brazil
,ORD-BR-00482,CUST-BR-0079,PROD-BR-002,233.75,BRL,46.75,1,46.75,2025-10-25,12:27,esportes,Brazil
,INV-500500,CUST-UK-12410,SC00027,6.4,GBP,2.91,9,26.19,2025-10-26,13:44,Product B-27,Spain
,ORD-BR-00121,CUST-BR-0003,PROD-BR-028,17.36,BRL,3.47,1,3.47,2025-10-26,16:14,eletronicos,Brazil
,ORD-BR-00485,CUST-BR-0042,PROD-BR-001,97.01,BRL,19.4,2,38.8,2025-10-26,15:35,esportes,Brazil
,INV-500140,CUST-UK-10908,SC00038,0.71,GBP,21.96,6,131.76,2025-10-26,12:26,Product M-38,France
,INV-500328,CUST-UK-11344,SC00050,12.35,GBP,22.42,5,112.1,2025-10-26,09:56,Product Y-50,Spain
,INV-500022,CUST-UK-11251,SC00040,12.76,GBP,16.21,6,97.26,2025-10-26,14:30,Product O-40,Spain
,ORD-BR-00160,CUST-BR-0080,PROD-BR-021,229.58,BRL,45.92,2,91.84,2025-10-27,09:49,utilidades_domesticas,Brazil
,INV-500176,CUST-UK-10373,SC00028,9.69,GBP,28.71,6,172.26,2025-10-27,16:46,Product C-28,United Kingdom
,INV-500362,CUST-UK-15321,SC00041,23.1,GBP,5.54,7,38.78,2025-10-27,16:51,Product P-41,Spain
,INV-500412,CUST-UK-14899,SC00006,6.54,GBP,20.02,1,20.02,2025-10-27,09:08,Product G-6,France
,INV-500128,CUST-UK-16657,SC00037,12.7,GBP,3.09,5,15.45,2025-10-27,13:58,Product L-37,Germany
,ORD-BR-00236,CUST-BR-0079,PROD-BR-020,22.9,BRL,4.58,3,13.74,2025-10-28,12:00,moda,Brazil
,ORD-BR-00323,CUST-BR-0053,PROD-BR-005,446.54,BRL,89.31,1,89.31,2025-10-28,16:07,utilidades_domesticas,Brazil
,ORD-BR-00192,CUST-BR-0043,PROD-BR-024,265.07,BRL,53.01,1,53.01,2025-10-28,17:45,esportes,Brazil
,INV-500371,CUST-UK-12738,SC00034,10.36,GBP,29.34,12,352.08,2025-10-29,16:22,Product I-34,France
,ORD-BR-00092,CUST-BR-0054,PROD-BR-020,224.2,BRL,44.84,3,134.52,2025-10-29,18:16,moda,Brazil
,INV-500344,CUST-UK-13568,SC00026,8.32,GBP,7.73,1,7.73,2025-10-29,08:21,Product A-26,France
,INV-500125,CUST-UK-12816,SC00042,4.78,GBP,0.79,19,15.01,2025-10-29,14:23,Product Q-42,United Kingdom
,INV-500113,CUST-UK-15586,SC00032,11.73,GBP,12.65,24,303.6,2025-10-29,15:24,Product G-32,Spain
,ORD-BR-00064,CUST-BR-0041,PROD-BR-017,430.7,BRL,86.14,2,172.28,2025-10-30,08:49,esportes,Brazil
,INV-500077,CUST-UK-10991,SC00021,18.8,GBP,21.79,14,305.06,2025-10-30,09:22,Product V-21,Spain
,ORD-BR-00028,CUST-BR-0049,PROD-BR-013,53.13,BRL,10.63,2,21.26,2025-10-30,15:58,utilidades_domesticas,Brazil
,ORD-BR-00429,CUST-BR-0054,PROD-BR-029,307.26,BRL,61.45,3,184.35,2025-10-30,11:46,esportes,Brazil
,ORD-BR-00294,CUST-BR-0058,PROD-BR-025,336.25,BRL,67.25,2,134.5,2025-10-31,12:16,esportes,Brazil
,INV-500316,CUST-UK-11023,SC00010,1.48,GBP,26.37,24,632.88,2025-10-31,13:31,Product K-10,Germany
,INV-500397,CUST-UK-11235,SC00019,22.28,GBP,18.94,20,378.8,2025-11-01,15:07,Product T-19,France
,INV-500263,CUST-UK-13774,SC00041,2.6,GBP,20.82,19,395.58,2025-11-01,09:46,Product P-41,France
,INV-500539,CUST-UK-17886,SC00049,22.52,GBP,23.28,14,325.92,2025-11-01,11:14,Product X-49,France
,INV-500416,CUST-UK-16205,SC00011,14.24,GBP,26.15,21,549.15,2025-11-01,16:47,Product L-11,Spain
,ORD-BR-00255,CUST-BR-0028,PROD-BR-020,430.38,BRL,86.08,3,258.24,2025-11-02,15:23,eletronicos,Brazil
,ORD-BR-00076,CUST-BR-0074,PROD-BR-011,87.01,BRL,17.4,3,52.2,2025-11-02,19:29,esportes,Brazil
,ORD-BR-00058,CUST-BR-0026,PROD-BR-004,232.82,BRL,46.56,3,139.68,2025-11-02,20:06,utilidades_domesticas,Brazil
,ORD-BR-00035,CUST-BR-0047,PROD-BR-023,297.68,BRL,59.54,2,119.08,2025-11-02,15:29,eletronicos,Brazil
,INV-500057,CUST-UK-11221,SC00031,1.66,GBP,9.51,7,66.57,2025-11-02,08:45,Product F-31,United Kingdom
,INV-500343,CUST-UK-17730,SC00027,12.68,GBP,22.29,1,22.29,2025-11-02,10:54,Product B-27,United Kingdom
,INV-500052,CUST-UK-15152,SC00023,17.48,GBP,6.07,23,139.61,2025-11-03,17:18,Product X-23,France
,ORD-BR-00402,CUST-BR-0042,PROD-BR-019,434.5,BRL,86.9,1,86.9,2025-11-03,17:32,moda,Brazil
,INV-500491,CUST-UK-11037,SC00050,7.21,GBP,5.09,13,66.17,2025-11-03,08:44,Product Y-50,Spain
,ORD-BR-00261,CUST-BR-0071,PROD-BR-037,407.21,BRL,81.44,1,81.44,2025-11-03,16:38,eletronicos,Brazil
,INV-500346,CUST-UK-16447,SC00006,23.37,GBP,22.54,15,338.1,2025-11-03,13:31,Product G-6,France
,INV-500520,CUST-UK-11210,SC00032,5.07,GBP,20.92,19,397.48,2025-11-04,12:14,Product G-32,United Kingdom
,ORD-BR-00045,CUST-BR-0054,PROD-BR-018,137.34,BRL,27.47,1,27.47,2025-11-04,09:00,utilidades_domesticas,Brazil
,ORD-BR-00115,CUST-BR-0025,PROD-BR-004,414.52,BRL,82.9,3,248.7,2025-11-04,12:21,utilidades_domesticas,Brazil
,INV-500174,CUST-UK-11146,SC00005,19.65,GBP,17.7,23,407.1,2025-11-05,15:42,Product F-5,United Kingdom
,ORD-BR-00142,CUST-BR-0028,PROD-BR-038,202.67,BRL,40.53,2,81.06,2025-11-05,11:07,moda,Brazil
,ORD-BR-00230,CUST-BR-0012,PROD-BR-034,69.82,BRL,13.96,2,27.92,2025-11-05,09:13,esportes,Brazil
,ORD-BR-00169,CUST-BR-0002,PROD-BR-011,418.45,BRL,83.69,3,251.07,2025-11-05,09:36,moda,Brazil
,ORD-BR-00226,CUST-BR-0010,PROD-BR-008,109.11,BRL,21.82,2,43.64,2025-11-05,15:08,moda,Brazil
,ORD-BR-00080,CUST-BR-0059,PROD-BR-008,385.24,BRL,77.05,3,231.15,2025-11-05,19:50,alimentos,Brazil
,INV-500299,CUST-UK-13122,SC00009,4.66,GBP,6.3,8,50.4,2025-11-06,11:25,Product J-9,United Kingdom
,ORD-BR-00219,CUST-BR-0074,PROD-BR-008,19.03,BRL,3.81,3,11.43,2025-11-06,08:22,alimentos,Brazil
,ORD-BR-00327,CUST-BR-0067,PROD-BR-016,372.24,BRL,74.45,3,223.35,2025-11-07,18:01,eletronicos,Brazil
,INV-500105,CUST-UK-17187,SC00003,17.78,GBP,5.5,14,77.0,2025-11-07,09:55,Product D-3,United Kingdom
,INV-500339,CUST-UK-14266,SC00033,3.08,GBP,9.97,10,99.7,2025-11-07,14:13,Product H-33,Germany
,INV-500502,CUST-UK-14401,SC00022,23.28,GBP,9.83,7,68.81,2025-11-07,10:04,Product W-22,Germany
,INV-500386,CUST-UK-17941,SC00041,14.91,GBP,6.48,6,38.88,2025-11-07,11:21,Product P-41,Germany
,INV-500026,CUST-UK-17509,SC00035,7.93,GBP,10.07,13,130.91,2025-11-07,09:43,Product J-35,United Kingdom
,INV-500460,CUST-UK-14386,SC00024,1.26,GBP,25.22,16,403.52,2025-11-08,11:26,Product Y-24,France
,INV-500088,CUST-UK-12212,SC00036,2.79,GBP,24.18,24,580.32,2025-11-09,08:56,Product K-36,France
,INV-500097,CUST-UK-12107,SC00031,3.32,GBP,16.28,8,130.24,2025-11-09,14:50,Product F-31,United Kingdom
,INV-500368,CUST-UK-16311,SC00001,2.97,GBP,14.36,7,100.52,2025-11-10,14:01,Product B-1,France
,INV-500312,CUST-UK-16261,SC00007,1.89,GBP,17.49,8,139.92,2025-11-10,15:47,Product H-7,United Kingdom
,INV-500132,CUST-UK-10602,SC00050,20.97,GBP,16.13,2,32.26,2025-11-10,09:28,Product Y-50,Germany
,INV-500058,CUST-UK-14333,SC00016,10.65,GBP,14.53,4,58.12,2025-11-11,09:10,Product Q-16,Spain
,ORD-BR-00148,CUST-BR-0059,PROD-BR-016,338.07,BRL,67.61,1,67.61,2025-11-11,13:31,moda,Brazil
,INV-500533,CUST-UK-11999,SC00024,11.23,GBP,17.44,24,418.56,2025-11-11,10:38,Product Y-24,United Kingdom
,ORD-BR-00273,CUST-BR-0013,PROD-BR-021,423.91,BRL,84.78,1,84.78,2025-11-11,10:38,moda,Brazil
,INV-500437,CUST-UK-17477,SC00042,16.14,GBP,11.84,20,236.8,2025-11-11,10:18,Product Q-42,France
,ORD-BR-00025,CUST-BR-0008,PROD-BR-006,329.23,BRL,65.85,3,197.55,2025-11-11,07:27,esportes,Brazil
,ORD-BR-00339,CUST-BR-0015,PROD-BR-038,373.05,BRL,74.61,1,74.61,2025-11-12,09:30,eletronicos,Brazil
,ORD-BR-00164,CUST-BR-0027,PROD-BR-035,349.35,BRL,69.87,2,139.74,2025-11-13,20:10,eletronicos,Brazil
,ORD-BR-00499,CUST-BR-0057,PROD-BR-022,291.47,BRL,58.29,2,116.58,2025-11-13,19:47,esportes,Brazil
,INV-500167,CUST-UK-16633,SC00022,1.81,GBP,25.62,12,307.44,2025-11-13,09:09,Product W-22,Spain
,INV-500200,CUST-UK-10537,SC00048,18.74,GBP,16.09,11,176.99,2025-11-14,08:38,Product W-48,United Kingdom
,INV-500269,CUST-UK-10806,SC00020,6.8,GBP,18.16,22,399.52,2025-11-14,14:51,Product U-20,Spain
,ORD-BR-00029,CUST-BR-0077,PROD-BR-003,410.23,BRL,82.05,2,164.1,2025-11-14,08:40,eletronicos,Brazil
,INV-500082,CUST-UK-12183,SC00031,7.34,GBP,19.51,7,136.57,2025-11-15,09:38,Product F-31,France
,ORD-BR-00257,CUST-BR-0017,PROD-BR-002,95.81,BRL,19.16,2,38.32,2025-11-15,10:49,utilidades_domesticas,Brazil
,INV-500546,CUST-UK-11909,SC00033,17.63,GBP,22.71,11,249.81,2025-11-15,08:28,Product H-33,United Kingdom
,INV-500383,CUST-UK-13458,SC00042,22.77,GBP,27.97,17,475.49,2025-11-15,09:41,Product Q-42,Germany
,INV-500115,CUST-UK-16954,SC00045,15.5,GBP,18.91,21,397.11,2025-11-15,14:52,Product T-45,France
,INV-500079,CUST-UK-17942,SC00009,4.49,GBP,27.17,17,461.89,2025-11-16,11:03,Product J-9,France
,INV-500001,CUST-UK-11128,SC00038,22.62,GBP,28.73,4,114.92,2025-11-17,16:55,Product M-38,Spain
,INV-500196,CUST-UK-11932,SC00022,11.0,GBP,24.69,16,395.04,2025-11-17,11:13,Product W-22,France
,INV-500466,CUST-UK-14050,SC00050,10.89,GBP,1.36,6,8.16,2025-11-17,14:02,Product Y-50,Spain
,INV-500024,CUST-UK-10070,SC00022,24.84,GBP,31.55,7,220.85,2025-11-17,11:01,Product W-22,Spain
,INV-500102,CUST-UK-12057,SC00045,21.88,GBP,19.24,24,461.76,2025-11-18,13:43,Product T-45,France
,INV-500542,CUST-UK-14857,SC00026,14.03,GBP,30.23,2,60.46,2025-11-18,16:17,Product A-26,France
,INV-500563,CUST-UK-11250,SC00017,5.8,GBP,6.41,23,147.43,2025-11-19,08:47,Product R-17,Germany
,INV-500463,CUST-UK-13518,SC00005,1.48,GBP,24.22,2,48.44,2025-11-19,12:50,Product F-5,France
,INV-500465,CUST-UK-17672,SC00034,18.44,GBP,4.61,2,9.22,2025-11-19,13:01,Product I-34,Spain
,INV-500522,CUST-UK-13766,SC00033,14.21,GBP,12.85,8,102.8,2025-11-19,14:58,Product H-33,Spain
,ORD-BR-00413,CUST-BR-0006,PROD-BR-008,99.88,BRL,19.98,1,19.98,2025-11-19,09:16,esportes,Brazil
,ORD-BR-00395,CUST-BR-0035,PROD-BR-020,30.62,BRL,6.12,1,6.12,2025-11-20,12:28,utilidades_domesticas,Brazil
,INV-500226,CUST-UK-12396,SC00008,4.46,GBP,16.1,21,338.1,2025-11-21,13:07,Product I-8,United Kingdom
,ORD-BR-00408,CUST-BR-0010,PROD-BR-032,48.68,BRL,9.74,1,9.74,2025-11-21,09:44,utilidades_domesticas,Brazil
,INV-500213,CUST-UK-17775,SC00027,6.62,GBP,16.54,20,330.8,2025-11-21,11:04,Product B-27,France
,ORD-BR-00356,CUST-BR-0043,PROD-BR-021,130.19,BRL,26.04,2,52.08,2025-11-21,10:24,eletronicos,Brazil
,ORD-BR-00057,CUST-BR-0070,PROD-BR-032,100.45,BRL,20.09,1,20.09,2025-11-23,15:03,utilidades_domesticas,Brazil
,INV-500165,CUST-UK-17069,SC00028,14.03,GBP,12.26,23,281.98,2025-11-24,10:23,Product C-28,Spain
,ORD-BR-00431,CUST-BR-0059,PROD-BR-003,214.97,BRL,42.99,2,85.98,2025-11-24,13:23,eletronicos,Brazil
,ORD-BR-00004,CUST-BR-0063,PROD-BR-007,372.9,BRL,74.58,2,149.16,2025-11-24,10:15,esportes,Brazil
,ORD-BR-00386,CUST-BR-0011,PROD-BR-021,360.72,BRL,72.14,1,72.14,2025-11-24,08:45,utilidades_domesticas,Brazil
,INV-500439,CUST-UK-11991,SC00002,19.04,GBP,2.3,15,34.5,2025-11-25,11:15,Product C-2,Germany
,ORD-BR-00150,CUST-BR-0020,PROD-BR-016,67.06,BRL,13.41,2,26.82,2025-11-25,16:30,esportes,Brazil
,ORD-BR-00182,CUST-BR-0030,PROD-BR-004,308.76,BRL,61.75,1,61.75,2025-11-25,19:23,utilidades_domesticas,Brazil
,ORD-BR-00380,CUST-BR-0005,PROD-BR-023,84.86,BRL,16.97,1,16.97,2025-11-25,18:54,moda,Brazil
,ORD-BR-00433,CUST-BR-0060,PROD-BR-030,404.19,BRL,80.84,3,242.52,2025-11-26,15:27,utilidades_domesticas,Brazil
,ORD-BR-00072,CUST-BR-0010,PROD-BR-033,392.36,BRL,78.47,2,156.94,2025-11-26,19:46,utilidades_domesticas,Brazil
,ORD-BR-00254,CUST-BR-0062,PROD-BR-006,85.85,BRL,17.17,1,17.17,2025-11-27,11:44,eletronicos,Brazil
,INV-500179,CUST-UK-12099,SC00038,1.26,GBP,14.24,6,85.44,2025-11-27,10:21,Product M-38,France
,INV-500104,CUST-UK-15899,SC00008,11.59,GBP,6.43,8,51.44,2025-11-27,09:44,Product I-8,Germany
,ORD-BR-00390,CUST-BR-0011,PROD-BR-038,215.85,BRL,43.17,1,43.17,2025-11-27,17:57,esportes,Brazil
,ORD-BR-00418,CUST-BR-0010,PROD-BR-029,94.52,BRL,18.9,2,37.8,2025-11-27,12:06,alimentos,Brazil
,ORD-BR-00462,CUST-BR-0068,PROD-BR-027,16.87,BRL,3.37,1,3.37,2025-11-27,17:10,alimentos,Brazil
,INV-500053,CUST-UK-10707,SC00041,8.82,GBP,23.48,11,258.28,2025-11-27,10:03,Product P-41,Spain
,INV-500442,CUST-UK-16437,SC00017,21.48,GBP,17.51,6,105.06,2025-11-28,14:23,Product R-17,France
,INV-500482,CUST-UK-12175,SC00009,8.98,GBP,3.18,6,19.08,2025-11-28,15:29,Product J-9,France
,ORD-BR-00055,CUST-BR-0075,PROD-BR-024,119.82,BRL,23.96,1,23.96,2025-11-28,10:21,eletronicos,Brazil
,ORD-BR-00490,CUST-BR-0039,PROD-BR-019,146.07,BRL,29.21,3,87.63,2025-11-29,15:18,esportes,Brazil
,INV-500237,CUST-UK-13476,SC00046,7.55,GBP,31.39,7,219.73,2025-11-30,13:10,Product U-46,Spain
,INV-500129,CUST-UK-16614,SC00005,11.0,GBP,6.07,8,48.56,2025-11-30,08:31,Product F-5,Germany
,INV-500152,CUST-UK-13301,SC00030,16.78,GBP,29.62,23,681.26,2025-12-01,11:18,Product E-30,United Kingdom
,INV-500585,CUST-UK-16736,SC00013,7.93,GBP,20.15,3,60.45,2025-12-02,12:31,Product N-13,Germany
,INV-500473,CUST-UK-15739,SC00050,17.97,GBP,26.8,9,241.2,2025-12-02,16:46,Product Y-50,Germany
,ORD-BR-00194,CUST-BR-0018,PROD-BR-028,73.45,BRL,14.69,2,29.38,2025-12-02,14:15,eletronicos,Brazil
,ORD-BR-00212,CUST-BR-0013,PROD-BR-015,63.75,BRL,12.75,1,12.75,2025-12-03,09:45,utilidades_domesticas,Brazil
,ORD-BR-00295,CUST-BR-0045,PROD-BR-002,328.11,BRL,65.62,2,131.24,2025-12-03,13:13,esportes,Brazil
,INV-500528,CUST-UK-15103,SC00019,22.76,GBP,5.66,12,67.92,2025-12-03,12:08,Product T-19,United Kingdom
,INV-500505,CUST-UK-16371,SC00026,16.47,GBP,9.16,18,164.88,2025-12-04,11:39,Product A-26,Germany
,INV-500495,CUST-UK-15214,SC00031,11.3,GBP,21.18,24,508.32,2025-12-04,09:38,Product F-31,Germany
,INV-500319,CUST-UK-16912,SC00003,7.56,GBP,2.4,4,9.6,2025-12-04,09:49,Product D-3,Spain
,ORD-BR-00287,CUST-BR-0011,PROD-BR-015,81.26,BRL,16.25,3,48.75,2025-12-04,13:08,moda,Brazil
,INV-500588,CUST-UK-15443,SC00050,19.57,GBP,2.46,19,46.74,2025-12-04,14:09,Product Y-50,France
,INV-500210,CUST-UK-17487,SC00018,10.14,GBP,15.33,20,306.6,2025-12-05,12:48,Product S-18,Spain
,ORD-BR-00340,CUST-BR-0069,PROD-BR-007,299.29,BRL,59.86,1,59.86,2025-12-05,17:19,alimentos,Brazil
,ORD-BR-00297,CUST-BR-0033,PROD-BR-001,206.42,BRL,41.28,1,41.28,2025-12-06,12:02,alimentos,Brazil
,ORD-BR-00474,CUST-BR-0033,PROD-BR-004,188.65,BRL,37.73,3,113.19,2025-12-06,19:34,eletronicos,Brazil
,ORD-BR-00471,CUST-BR-0024,PROD-BR-026,361.29,BRL,72.26,1,72.26,2025-12-06,13:35,esportes,Brazil
,INV-500159,CUST-UK-14747,SC00005,8.8,GBP,23.05,10,230.5,2025-12-07,15:55,Product F-5,Germany
,INV-500317,CUST-UK-10034,SC00012,23.46,GBP,27.34,17,464.78,2025-12-07,13:22,Product M-12,Germany
,ORD-BR-00099,CUST-BR-0063,PROD-BR-015,360.87,BRL,72.17,3,216.51,2025-12-08,14:47,esportes,Brazil
,ORD-BR-00242,CUST-BR-0062,PROD-BR-037,186.83,BRL,37.37,3,112.11,2025-12-08,19:26,alimentos,Brazil
,INV-500013,CUST-UK-11778,SC00025,18.7,GBP,23.75,24,570.0,2025-12-08,11:26,Product Z-25,Germany
,ORD-BR-00263,CUST-BR-0025,PROD-BR-026,255.51,BRL,51.1,2,102.2,2025-12-09,09:16,eletronicos,Brazil
,INV-500394,CUST-UK-17458,SC00035,3.16,GBP,28.92,13,375.96,2025-12-09,11:53,Product J-35,Spain
,ORD-BR-00138,CUST-BR-0068,PROD-BR-014,270.91,BRL,54.18,1,54.18,2025-12-09,08:45,utilidades_domesticas,Brazil
,INV-500194,CUST-UK-12763,SC00002,14.23,GBP,1.61,14,22.54,2025-12-09,16:00,Product C-2,Germany
,ORD-BR-00314,CUST-BR-0053,PROD-BR-017,389.35,BRL,77.87,3,233.61,2025-12-09,10:33,moda,Brazil
,INV-500400,CUST-UK-12242,SC00018,13.22,GBP,22.99,14,321.86,2025-12-10,16:54,Product S-18,United Kingdom
,INV-500006,CUST-UK-13365,SC00030,4.66,GBP,5.92,9,53.28,2025-12-10,13:02,Product E-30,France
,ORD-BR-00289,CUST-BR-0037,PROD-BR-005,302.08,BRL,60.42,2,120.84,2025-12-10,17:03,moda,Brazil
